uri,label,sameAs_tgn,sameAs_geonames,sameAs_ecartico,provenance
,Lemmer,,http://sws.geonames.org/2751729/,http://www.vondel.humanities.uva.nl/ecartico/places/1047,ga
,Lichtenvoorde,,http://sws.geonames.org/2751651/,http://www.vondel.humanities.uva.nl/ecartico/places/1449,ga
,Lingen,,http://sws.geonames.org/2877088/,http://www.vondel.humanities.uva.nl/ecartico/places/988,ga
,Lippenhuizen,,http://sws.geonames.org/2751551/,http://www.vondel.humanities.uva.nl/ecartico/places/585,ga
,Lippstadt,,,http://www.vondel.humanities.uva.nl/ecartico/places/852,ga
,Lissabon,,http://sws.geonames.org/2267057/,http://www.vondel.humanities.uva.nl/ecartico/places/273,ga
,Livorno,,http://sws.geonames.org/3174659/,http://www.vondel.humanities.uva.nl/ecartico/places/666,ga
,Londen,,http://sws.geonames.org/2643743/,http://www.vondel.humanities.uva.nl/ecartico/places/279,ga
,Londerzeel,,,http://www.vondel.humanities.uva.nl/ecartico/places/2610,ga
,Loosdrecht,,http://sws.geonames.org/8714374/,http://www.vondel.humanities.uva.nl/ecartico/places/1064,ga
,Loosduinen,,http://sws.geonames.org/2751442/,http://www.vondel.humanities.uva.nl/ecartico/places/281,ga
,Lübbecke,,,http://www.vondel.humanities.uva.nl/ecartico/places/3077,ga
,Lübeck,,,http://www.vondel.humanities.uva.nl/ecartico/places/283,ga
,Lübzin,,,http://www.vondel.humanities.uva.nl/ecartico/places/3078,ga
,Luik,,http://sws.geonames.org/2792413/,http://www.vondel.humanities.uva.nl/ecartico/places/284,ga
,Lunden,,,http://www.vondel.humanities.uva.nl/ecartico/places/1042,ga
,Lunteren,,http://sws.geonames.org/2751385/,http://www.vondel.humanities.uva.nl/ecartico/places/1360,ga
,Maarssen,,,http://www.vondel.humanities.uva.nl/ecartico/places/288,ga
,Maaseik,,,http://www.vondel.humanities.uva.nl/ecartico/places/289,ga
,Maasland,,http://sws.geonames.org/2751288/,http://www.vondel.humanities.uva.nl/ecartico/places/1216,ga
,Maassluis,,http://sws.geonames.org/2751285/,http://www.vondel.humanities.uva.nl/ecartico/places/290,ga
,Maastricht,,http://sws.geonames.org/2751283/,http://www.vondel.humanities.uva.nl/ecartico/places/291,ga
,Madrid,,http://sws.geonames.org/3117735/,http://www.vondel.humanities.uva.nl/ecartico/places/294,ga
,Magdeburg,,,http://www.vondel.humanities.uva.nl/ecartico/places/698,ga
,Makkum,,http://sws.geonames.org/2751254/,http://www.vondel.humanities.uva.nl/ecartico/places/296,ga
,Mandal,,http://sws.geonames.org/3146463/,http://www.vondel.humanities.uva.nl/ecartico/places/3076,ga
,Mannheim,,,http://www.vondel.humanities.uva.nl/ecartico/places/297,ga
,Manslagt,,,http://www.vondel.humanities.uva.nl/ecartico/places/1037,ga
,Marokko,,,http://www.vondel.humanities.uva.nl/ecartico/places/301,ga
,Marseille,,http://sws.geonames.org/2995469/,http://www.vondel.humanities.uva.nl/ecartico/places/623,ga
,Marstrand,,,http://www.vondel.humanities.uva.nl/ecartico/places/3059,ga
,Mechelen,,,http://www.vondel.humanities.uva.nl/ecartico/places/305,ga
,Mechelen (Nederland),,,http://www.vondel.humanities.uva.nl/ecartico/places/3063,ga
,Medemblik,,http://sws.geonames.org/2751073/,http://www.vondel.humanities.uva.nl/ecartico/places/306,ga
,Metz,,http://sws.geonames.org/2994160/,http://www.vondel.humanities.uva.nl/ecartico/places/312,ga
,Middelburg,,,http://www.vondel.humanities.uva.nl/ecartico/places/314,ga
,Mihla,,,http://www.vondel.humanities.uva.nl/ecartico/places/3064,ga
,Mijdrecht,,http://sws.geonames.org/2750815/,http://www.vondel.humanities.uva.nl/ecartico/places/317,ga
,Milaan,,,http://www.vondel.humanities.uva.nl/ecartico/places/318,ga
,Mill,,,http://www.vondel.humanities.uva.nl/ecartico/places/3065,ga
,Minden,,http://sws.geonames.org/2871039/,http://www.vondel.humanities.uva.nl/ecartico/places/1219,ga
,Moerdijk,,http://sws.geonames.org/2750769/,http://www.vondel.humanities.uva.nl/ecartico/places/3066,ga
,Moers,,http://sws.geonames.org/2616759/,http://www.vondel.humanities.uva.nl/ecartico/places/325,ga
,Molkwerum,,,http://www.vondel.humanities.uva.nl/ecartico/places/2633,ga
,Monnickendam,,http://sws.geonames.org/2750641/,http://www.vondel.humanities.uva.nl/ecartico/places/321,ga
,Monster,,http://sws.geonames.org/2750630/,http://www.vondel.humanities.uva.nl/ecartico/places/1740,ga
,Montauban,,http://sws.geonames.org/2993002/,http://www.vondel.humanities.uva.nl/ecartico/places/1495,ga
,Montfoort,,http://sws.geonames.org/2750626/,http://www.vondel.humanities.uva.nl/ecartico/places/322,ga
,Montpellier,,,http://www.vondel.humanities.uva.nl/ecartico/places/711,ga
,Moordrecht,,http://sws.geonames.org/2750613/,http://www.vondel.humanities.uva.nl/ecartico/places/1928,ga
,Muiden,,http://sws.geonames.org/2750569/,http://www.vondel.humanities.uva.nl/ecartico/places/328,ga
,Muiderberg,,,http://www.vondel.humanities.uva.nl/ecartico/places/2640,ga
,Münden (Hannoversch Münden),,,http://www.vondel.humanities.uva.nl/ecartico/places/954,ga
,Münster,,http://sws.geonames.org/2867539/,http://www.vondel.humanities.uva.nl/ecartico/places/330,ga
,Münsterland,,,http://www.vondel.humanities.uva.nl/ecartico/places/1014,ga
,Naaldwijk,,http://sws.geonames.org/2750523/,http://www.vondel.humanities.uva.nl/ecartico/places/332,ga
,Naarden,,,http://www.vondel.humanities.uva.nl/ecartico/places/333,ga
,Namen,,http://sws.geonames.org/2790471/,http://www.vondel.humanities.uva.nl/ecartico/places/334,ga
,Nancy,,http://sws.geonames.org/2990969/,http://www.vondel.humanities.uva.nl/ecartico/places/700,ga
,Nantes,,http://sws.geonames.org/2990969/,http://www.vondel.humanities.uva.nl/ecartico/places/729,ga
,Napels,,http://sws.geonames.org/2750505/,http://www.vondel.humanities.uva.nl/ecartico/places/335,ga
,Nederhorst den Berg,,,http://www.vondel.humanities.uva.nl/ecartico/places/1137,ga
,Neurenberg,,,http://www.vondel.humanities.uva.nl/ecartico/places/342,ga
,Nieuwendam,,,http://www.vondel.humanities.uva.nl/ecartico/places/587,ga
,Nijmegen,,http://sws.geonames.org/2750053/,http://www.vondel.humanities.uva.nl/ecartico/places/350,ga
,Nîmes,,,http://www.vondel.humanities.uva.nl/ecartico/places/659,ga
,Norden,,http://sws.geonames.org/2862118/,http://www.vondel.humanities.uva.nl/ecartico/places/892,ga
,Oldeboorn,,,http://www.vondel.humanities.uva.nl/ecartico/places/2094,ga
,Oldenburg,,,http://www.vondel.humanities.uva.nl/ecartico/places/369,ga
,Oldenburger Land,,,http://www.vondel.humanities.uva.nl/ecartico/places/370,ga
,Oldenswort,,,http://www.vondel.humanities.uva.nl/ecartico/places/1092,ga
,Oldenzaal,,,http://www.vondel.humanities.uva.nl/ecartico/places/1176,ga
,Oost-Friesland,,,http://www.vondel.humanities.uva.nl/ecartico/places/374,ga
,Oostzaan,,,http://www.vondel.humanities.uva.nl/ecartico/places/375,ga
,Ootmarsum,,http://sws.geonames.org/2749317/,http://www.vondel.humanities.uva.nl/ecartico/places/1036,ga
,Oslo,,,http://www.vondel.humanities.uva.nl/ecartico/places/768,ga
,Osnabrück,,,http://www.vondel.humanities.uva.nl/ecartico/places/695,ga
,Ottmarsbocholt,,,http://www.vondel.humanities.uva.nl/ecartico/places/3082,ga
,Oudenaarde,,,http://www.vondel.humanities.uva.nl/ecartico/places/383,ga
,Oudewater,,http://sws.geonames.org/2748979/,http://www.vondel.humanities.uva.nl/ecartico/places/386,ga
,Paderborn,,http://sws.geonames.org/2855745/,http://www.vondel.humanities.uva.nl/ecartico/places/797,ga
,Papendrecht,,http://sws.geonames.org/2748729/,http://www.vondel.humanities.uva.nl/ecartico/places/1504,ga
,Parijs,,http://sws.geonames.org/2988507/,http://www.vondel.humanities.uva.nl/ecartico/places/395,ga
,Pingjum,,,http://www.vondel.humanities.uva.nl/ecartico/places/2713,ga
,Porto,,,http://www.vondel.humanities.uva.nl/ecartico/places/1837,ga
,Potsdam (Berlijn),,,http://www.vondel.humanities.uva.nl/ecartico/places/405,ga
,Praag,,http://sws.geonames.org/3067696/,http://www.vondel.humanities.uva.nl/ecartico/places/406,ga
,Purmerend,,http://sws.geonames.org/2748413/,http://www.vondel.humanities.uva.nl/ecartico/places/410,ga
,Purmerland,,http://sws.geonames.org/2748410/,http://www.vondel.humanities.uva.nl/ecartico/places/726,ga
,Putten,,http://sws.geonames.org/2748392/,http://www.vondel.humanities.uva.nl/ecartico/places/934,ga
,Quakenbrück,,,http://www.vondel.humanities.uva.nl/ecartico/places/1652,ga
,Raalte,,http://sws.geonames.org/2748371/,http://www.vondel.humanities.uva.nl/ecartico/places/1381,ga
,Ransdorp,,http://sws.geonames.org/2748327/,http://www.vondel.humanities.uva.nl/ecartico/places/836,ga
,Recife,,,http://www.vondel.humanities.uva.nl/ecartico/places/840,ga
,Rees,,http://sws.geonames.org/2849548/,http://www.vondel.humanities.uva.nl/ecartico/places/414,ga
,Rennes,,,http://www.vondel.humanities.uva.nl/ecartico/places/418,ga
,Rheinberg,,,http://www.vondel.humanities.uva.nl/ecartico/places/1066,ga
,Ribe,,,http://www.vondel.humanities.uva.nl/ecartico/places/868,ga
,Riga,,http://sws.geonames.org/456172/,http://www.vondel.humanities.uva.nl/ecartico/places/824,ga
,Risør,,,http://www.vondel.humanities.uva.nl/ecartico/places/1998,ga
,Roermond,,,http://www.vondel.humanities.uva.nl/ecartico/places/427,ga
,Rostock,,http://sws.geonames.org/2844588/,http://www.vondel.humanities.uva.nl/ecartico/places/1193,ga
,Rotterdam,,,http://www.vondel.humanities.uva.nl/ecartico/places/431,ga
,Roubaix,,,http://www.vondel.humanities.uva.nl/ecartico/places/800,ga
,Rouen,,http://sws.geonames.org/2982652/,http://www.vondel.humanities.uva.nl/ecartico/places/678,ga
,Rügenwalde,,,http://www.vondel.humanities.uva.nl/ecartico/places/3080,ga
,Rügenwaldermünde,,,http://www.vondel.humanities.uva.nl/ecartico/places/3081,ga
,Ruinen,,,http://www.vondel.humanities.uva.nl/ecartico/places/433,ga
,Ruinerwold,,,http://www.vondel.humanities.uva.nl/ecartico/places/1331,ga
,Schagen,,http://sws.geonames.org/2747720/,http://www.vondel.humanities.uva.nl/ecartico/places/443,ga
,Schagerbrug,,http://sws.geonames.org/2747715/,http://www.vondel.humanities.uva.nl/ecartico/places/1570,ga
,Schermbeck,,,http://www.vondel.humanities.uva.nl/ecartico/places/1749,ga
,Schiedam,,http://sws.geonames.org/2747596/,http://www.vondel.humanities.uva.nl/ecartico/places/447,ga
,Schoonhoven,,http://sws.geonames.org/2747506/,http://www.vondel.humanities.uva.nl/ecartico/places/449,ga
,Schoorl,,http://sws.geonames.org/2747492/,http://www.vondel.humanities.uva.nl/ecartico/places/450,ga
,Schotland,,http://sws.geonames.org/2638360/,http://www.vondel.humanities.uva.nl/ecartico/places/451,ga
,Schüttorf,,,http://www.vondel.humanities.uva.nl/ecartico/places/722,ga
,Schwerin,,http://sws.geonames.org/2834282/,http://www.vondel.humanities.uva.nl/ecartico/places/1864,ga
,Sengwarden,,,http://www.vondel.humanities.uva.nl/ecartico/places/1812,ga
,Sint-Winoksbergen (Bergues),,,http://www.vondel.humanities.uva.nl/ecartico/places/466,ga
,Sittard,,,http://www.vondel.humanities.uva.nl/ecartico/places/919,ga
,Skærbæk,,,http://www.vondel.humanities.uva.nl/ecartico/places/3073,ga
,Skåne,,,http://www.vondel.humanities.uva.nl/ecartico/places/1270,ga
,Sloten (Friesland),,,http://www.vondel.humanities.uva.nl/ecartico/places/589,ga
,Sloten (NH),,,http://www.vondel.humanities.uva.nl/ecartico/places/468,ga
,Sloterdijk,,http://sws.geonames.org/2747129/,http://www.vondel.humanities.uva.nl/ecartico/places/637,ga
,Sluis,,http://sws.geonames.org/2747117/,http://www.vondel.humanities.uva.nl/ecartico/places/469,ga
,Smyrna (Izmir),,,http://www.vondel.humanities.uva.nl/ecartico/places/470,ga
,Sneek,,http://sws.geonames.org/2747063/,http://www.vondel.humanities.uva.nl/ecartico/places/471,ga
,Solingen,,,http://www.vondel.humanities.uva.nl/ecartico/places/476,ga
,Spaarndam,,,http://www.vondel.humanities.uva.nl/ecartico/places/480,ga
,Staphorst,,http://sws.geonames.org/2746839/,http://www.vondel.humanities.uva.nl/ecartico/places/2080,ga
,Stavanger,,http://sws.geonames.org/3137115/,http://www.vondel.humanities.uva.nl/ecartico/places/1907,ga
,Stavoren,,http://sws.geonames.org/2746816/,http://www.vondel.humanities.uva.nl/ecartico/places/1084,ga
,Steenwijk,,http://sws.geonames.org/2746766/,http://www.vondel.humanities.uva.nl/ecartico/places/485,ga
,Steenwijkerwold,,,http://www.vondel.humanities.uva.nl/ecartico/places/1293,ga
,Stettin,,http://sws.geonames.org/3083829/,http://www.vondel.humanities.uva.nl/ecartico/places/488,ga
,Stockholm,,,http://www.vondel.humanities.uva.nl/ecartico/places/489,ga
,Straatsburg,,http://sws.geonames.org/2973783/,http://www.vondel.humanities.uva.nl/ecartico/places/490,ga
,Stralsund,,http://sws.geonames.org/2826287/,http://www.vondel.humanities.uva.nl/ecartico/places/901,ga
,Suriname,,,http://www.vondel.humanities.uva.nl/ecartico/places/493,ga
,Tallinn,,,http://www.vondel.humanities.uva.nl/ecartico/places/1122,ga
,Tecklenburg,,,http://www.vondel.humanities.uva.nl/ecartico/places/1673,ga
,Termunten,,,http://www.vondel.humanities.uva.nl/ecartico/places/2790,ga
,Termunterzijl,,,http://www.vondel.humanities.uva.nl/ecartico/places/3097,ga
,Ternaard,,,http://www.vondel.humanities.uva.nl/ecartico/places/1617,ga
,Ternate,,,http://www.vondel.humanities.uva.nl/ecartico/places/642,ga
,Terneuzen,,,http://www.vondel.humanities.uva.nl/ecartico/places/1642,ga
,Terschelling,,http://sws.geonames.org/2746414/,http://www.vondel.humanities.uva.nl/ecartico/places/1011,ga
,Texel,,http://sws.geonames.org/2746385/,http://www.vondel.humanities.uva.nl/ecartico/places/803,ga
,Thamen,,,http://www.vondel.humanities.uva.nl/ecartico/places/3062,ga
,Tholen,,http://sws.geonames.org/2746351/,http://www.vondel.humanities.uva.nl/ecartico/places/924,ga
,Tiel,,http://sws.geonames.org/2746331/,http://www.vondel.humanities.uva.nl/ecartico/places/782,ga
,Tielen,,,http://www.vondel.humanities.uva.nl/ecartico/places/2795,ga
,Tielt,,http://sws.geonames.org/2785476/,http://www.vondel.humanities.uva.nl/ecartico/places/1417,ga
,Tienen,,http://sws.geonames.org/2785470/,http://www.vondel.humanities.uva.nl/ecartico/places/494,ga
,Tienhoven,,http://sws.geonames.org/2746320/,http://www.vondel.humanities.uva.nl/ecartico/places/3049,ga
,Tilburg,,,http://www.vondel.humanities.uva.nl/ecartico/places/495,ga
,Tønder,,,http://www.vondel.humanities.uva.nl/ecartico/places/790,ga
,Tongeren,,,http://www.vondel.humanities.uva.nl/ecartico/places/498,ga
,Tonneins,,,http://www.vondel.humanities.uva.nl/ecartico/places/1660,ga
,Tönning,,,http://www.vondel.humanities.uva.nl/ecartico/places/500,ga
,Tønsberg,,,http://www.vondel.humanities.uva.nl/ecartico/places/3100,ga
,Torhout,,,http://www.vondel.humanities.uva.nl/ecartico/places/2800,ga
,Toulouse,,http://sws.geonames.org/2972315/,http://www.vondel.humanities.uva.nl/ecartico/places/502,ga
,Tourcoing,,,http://www.vondel.humanities.uva.nl/ecartico/places/503,ga
,Tours,,http://sws.geonames.org/2972191/,http://www.vondel.humanities.uva.nl/ecartico/places/504,ga
,Travemünde,,,http://www.vondel.humanities.uva.nl/ecartico/places/3099,ga
,Trondheim,,,http://www.vondel.humanities.uva.nl/ecartico/places/707,ga
,Tubbergen,,http://sws.geonames.org/2746133/,http://www.vondel.humanities.uva.nl/ecartico/places/2801,ga
,Turnhout,,http://sws.geonames.org/2785141/,http://www.vondel.humanities.uva.nl/ecartico/places/818,ga
,Twello,,http://sws.geonames.org/2746060/,http://www.vondel.humanities.uva.nl/ecartico/places/1619,ga
,Tzummarum,,,http://www.vondel.humanities.uva.nl/ecartico/places/1336,ga
,Uitgeest,,,http://www.vondel.humanities.uva.nl/ecartico/places/510,ga
,Uithoorn,,,http://www.vondel.humanities.uva.nl/ecartico/places/511,ga
,Uithuizen,,http://sws.geonames.org/2745970/,http://www.vondel.humanities.uva.nl/ecartico/places/1969,ga
,Uithuizermeeden,,,http://www.vondel.humanities.uva.nl/ecartico/places/3056,ga
,Ureterp,,,http://www.vondel.humanities.uva.nl/ecartico/places/2809,ga
,Urk,,http://sws.geonames.org/2745932/,http://www.vondel.humanities.uva.nl/ecartico/places/897,ga
,Utrecht,,,http://www.vondel.humanities.uva.nl/ecartico/places/512,ga
,Valencia,,http://sws.geonames.org/2509954/,http://www.vondel.humanities.uva.nl/ecartico/places/787,ga
,Valenciennes,,http://sws.geonames.org/2971041/,http://www.vondel.humanities.uva.nl/ecartico/places/514,ga
,Varsseveld,,,http://www.vondel.humanities.uva.nl/ecartico/places/2046,ga
,Veendam,,http://sws.geonames.org/2745783/,http://www.vondel.humanities.uva.nl/ecartico/places/1623,ga
,Veere,,http://sws.geonames.org/2745739/,http://www.vondel.humanities.uva.nl/ecartico/places/516,ga
,Venetië,,http://sws.geonames.org/3164603/,http://www.vondel.humanities.uva.nl/ecartico/places/519,ga
,Venhuizen,,http://sws.geonames.org/2745645/,http://www.vondel.humanities.uva.nl/ecartico/places/1807,ga
,Venlo,,http://sws.geonames.org/2745641/,http://www.vondel.humanities.uva.nl/ecartico/places/520,ga
,Vianen,,http://sws.geonames.org/2745580/,http://www.vondel.humanities.uva.nl/ecartico/places/523,ga
,Viborg,,,http://www.vondel.humanities.uva.nl/ecartico/places/739,ga
,Vledder,,,http://www.vondel.humanities.uva.nl/ecartico/places/1616,ga
,Vleuten,,http://sws.geonames.org/2745431/,http://www.vondel.humanities.uva.nl/ecartico/places/527,ga
,Vlieland,,http://sws.geonames.org/2745420/,http://www.vondel.humanities.uva.nl/ecartico/places/942,ga
,Vlijmen,,http://sws.geonames.org/2745396/,http://www.vondel.humanities.uva.nl/ecartico/places/2043,ga
,Vlissingen,,http://sws.geonames.org/2745392/,http://www.vondel.humanities.uva.nl/ecartico/places/528,ga
,Volendam,,,http://www.vondel.humanities.uva.nl/ecartico/places/935,ga
,Vollenhove,,,http://www.vondel.humanities.uva.nl/ecartico/places/529,ga
,Vreeland,,http://sws.geonames.org/2745196/,http://www.vondel.humanities.uva.nl/ecartico/places/1136,ga
,Vriezenveen,,,http://www.vondel.humanities.uva.nl/ecartico/places/915,ga
,Waalwijk,,http://sws.geonames.org/2745123/,http://www.vondel.humanities.uva.nl/ecartico/places/532,ga
,Waverveen,,http://sws.geonames.org/2744947/,http://www.vondel.humanities.uva.nl/ecartico/places/944,ga
,Weesp,,,http://www.vondel.humanities.uva.nl/ecartico/places/543,ga
,Werkendam,,,http://www.vondel.humanities.uva.nl/ecartico/places/1458,ga
,Wesel,,http://sws.geonames.org/2810678/,http://www.vondel.humanities.uva.nl/ecartico/places/546,ga
,West-Indië,,,http://www.vondel.humanities.uva.nl/ecartico/places/547,ga
,Wiedenbrück,,,http://www.vondel.humanities.uva.nl/ecartico/places/3102,ga
,Wieringen,,,http://www.vondel.humanities.uva.nl/ecartico/places/816,ga
,Wierum,,http://sws.geonames.org/2744526/,http://www.vondel.humanities.uva.nl/ecartico/places/2858,ga
,Wiesbaden,,,http://www.vondel.humanities.uva.nl/ecartico/places/1863,ga
,Wijk aan Zee,,,http://www.vondel.humanities.uva.nl/ecartico/places/552,ga
,Wijk bij Duurstede,,http://sws.geonames.org/2744483/,http://www.vondel.humanities.uva.nl/ecartico/places/553,ga
,Winkel,,,http://www.vondel.humanities.uva.nl/ecartico/places/2866,ga
,Winschoten,,,http://www.vondel.humanities.uva.nl/ecartico/places/1083,ga
,Winterswijk,,http://sws.geonames.org/2744332/,http://www.vondel.humanities.uva.nl/ecartico/places/1068,ga
,Witmarsum,,,http://www.vondel.humanities.uva.nl/ecartico/places/1022,ga
,Wittenberg,,,http://www.vondel.humanities.uva.nl/ecartico/places/3094,ga
,Wittmund,,,http://www.vondel.humanities.uva.nl/ecartico/places/1006,ga
,Woerden,,http://sws.geonames.org/2744248/,http://www.vondel.humanities.uva.nl/ecartico/places/57,ga
,Wolfenbüttel,,,http://www.vondel.humanities.uva.nl/ecartico/places/660,ga
,Wolvega,,http://sws.geonames.org/2744194/,http://www.vondel.humanities.uva.nl/ecartico/places/2230,ga
,Wormer,,http://sws.geonames.org/2744174/,http://www.vondel.humanities.uva.nl/ecartico/places/560,ga
